Service Request Type,Year,Month,Request Count,lag,Rolling_Mean,Rolling_Std
Animal Noise,2024,11,31,3927,1321.3333333333333,2256.608147936485
Bicycle Facility Maintenance,2024,11,102,31,1353.3333333333333,2229.14340797835
Business Related Complaint,2024,11,14,102,49.0,46.67976006796575
Clogged Storm Drain,2024,11,452,14,189.33333333333334,231.6923247182257
Damaged Sidewalk,2024,11,70,452,178.66666666666666,238.3638675079253
Dead Animal,2024,11,166,70,229.33333333333334,198.71923241934994
Feedback about the Customer Service Requests Portal,2024,11,7,166,81.0,80.06872048436112
Found a Pet,2024,11,21,7,64.66666666666667,88.0359774940685
General Inquiry - Animal Shelter,2024,11,21,21,16.333333333333332,8.082903768837657
General Inquiry - City Light,2024,11,248,21,96.66666666666667,131.05851110605536
General Inquiry - Customer Service Bureau,2024,11,1210,248,493.0,631.2281679392971
General Inquiry - Police Department,2024,11,90,1210,516.0,606.1913889193754
General Inquiry - Public Utilities,2024,11,91,90,463.6666666666667,646.3438197533376
General Inquiry - Transportation,2024,11,469,91,216.66666666666666,218.52764889902537
Graffiti,2024,11,2472,469,1010.6666666666666,1279.5867822595437
Illegal Dumping / Needles,2024,11,1800,2472,1580.3333333333333,1019.4078346438836
Internet/Cable Issue,2024,11,42,1800,1438.0,1254.7940069987578
Lost a Pet,2024,11,34,42,625.3333333333334,1017.2990383035532
Nightlife Noise Complaint,2024,11,1,34,25.666666666666668,21.733231083661007
Nuisance dogs in a park,2024,11,83,1,39.333333333333336,41.259342376433665
Overgrown Vegetation,2024,11,477,83,187.0,254.472002389265
Parking Enforcement,2024,11,2627,477,1062.3333333333333,1369.2864321730983
Parks and Recreation Maintenance,2024,11,952,2627,1352.0,1129.4356998076514
Pollution Report Form,2024,11,9,952,1196.0,1325.946077334972
Pothole,2024,11,762,9,574.3333333333334,498.72470696099913
Public Garage or Parking Lot Complaint,2024,11,5,762,258.6666666666667,435.9040414280824
Public Litter and Recycling Cans,2024,11,163,5,310.0,399.3356983791981
Safe Routes to School,2024,11,2,163,56.666666666666664,92.09958378481366
Scooter or Bike Share Issue,2024,11,606,2,257.0,312.77947502993544
Snow and Ice,2024,11,1,606,203.0,349.0085958826833
Street Sign Maintenance,2024,11,604,1,403.6666666666667,348.72099640448226
Streetlight Maintenance,2024,11,449,604,351.3333333333333,313.13947903982836
Towing Impound Complaint,2024,11,3,449,352.0,312.02083263782527
Traffic Signal Maintenance,2024,11,329,3,260.3333333333333,230.79283639951944
Unauthorized Encampment,2024,11,3369,329,1233.6666666666667,1856.4227248483392
ADA Request (Transportation),2024,12,4,3369,1234.0,1856.0913231842874
Abandoned Vehicle/72hr Parking Ordinance,2024,12,4318,4,2563.6666666666665,2266.951771285249
Animal Noise,2024,12,47,4318,1456.3333333333333,2478.369289136171
Bicycle Facility Maintenance,2024,12,223,47,1529.3333333333333,2416.6589195278116
Business Related Complaint,2024,12,15,223,95.0,111.99999999999616
Clogged Storm Drain,2024,12,449,15,229.0,217.06220306630746
Damaged Sidewalk,2024,12,63,449,175.66666666666666,237.92715972190382
Dead Animal,2024,12,153,63,221.66666666666666,201.95379009400207
Feedback about the Customer Service Requests Portal,2024,12,2,153,72.66666666666667,75.9627101499974
Found a Pet,2024,12,20,2,58.333333333333336,82.47625921034819
General Inquiry - Animal Shelter,2024,12,39,20,20.333333333333332,18.502252115151162
General Inquiry - City Light,2024,12,218,39,92.33333333333333,109.24437437842042
General Inquiry - Customer Service Bureau,2024,12,1111,218,456.0,574.2638766281564
General Inquiry - Police Department,2024,12,102,1111,477.0,552.1150242476638
General Inquiry - Public Utilities,2024,12,140,102,451.0,571.8924724106782
General Inquiry - Transportation,2024,12,564,140,268.6666666666667,256.4709210287439
Graffiti,2024,12,2612,564,1105.3333333333333,1321.9218332917158
Illegal Dumping / Needles,2024,12,1987,2612,1721.0,1049.5918254254823
Internet/Cable Issue,2024,12,63,1987,1554.0,1328.520605786751
Lost a Pet,2024,12,35,63,695.0,1118.9924039062987
Nuisance dogs in a park,2024,12,105,35,67.66666666666667,35.23256069790337
Overgrown Vegetation,2024,12,279,105,139.66666666666666,125.63969648694375
Parking Enforcement,2024,12,2333,279,905.6666666666666,1239.1647724710908
Parks and Recreation Maintenance,2024,12,1038,2333,1216.6666666666667,1038.590551340291
Pollution Report Form,2024,12,7,1038,1126.0,1165.4943157304529
Pothole,2024,12,714,7,586.3333333333334,527.2232291291144
Public Garage or Parking Lot Complaint,2024,12,11,714,244.0,407.036853368338
Public Litter and Recycling Cans,2024,12,183,11,302.6666666666667,366.4591837208219
Safe Routes to School,2024,12,2,183,65.33333333333333,102.0016339738314
Scooter or Bike Share Issue,2024,12,571,2,252.0,290.70775703444485
Snow and Ice,2024,12,7,571,193.33333333333334,327.07848191730875
Street Sign Maintenance,2024,12,632,7,403.3333333333333,344.5871926426328
Streetlight Maintenance,2024,12,522,632,387.0,333.6540124140539
Towing Complaint - Public Impound,2024,12,8,522,387.3333333333333,333.0845738447384
Towing Impound Complaint,2024,12,9,8,179.66666666666666,296.4697848572958
Traffic Signal Maintenance,2024,12,342,9,119.66666666666667,192.5469639680962
Unauthorized Encampment,2024,12,3443,342,1264.6666666666667,1893.8253175341515
Wireless or Small Cell Issue,2024,12,3,3443,1262.6666666666667,1895.8165347241093
ADA Request (Transportation),2025,1,1,3,1149.0,1986.662527959894
Abandoned Vehicle/72hr Parking Ordinance,2025,1,4825,1,1609.6666666666667,2784.5605278631188
Animal Noise,2025,1,38,4825,1621.3333333333333,2774.5183966471245
Bicycle Facility Maintenance,2025,1,86,38,1649.6666666666667,2750.024060500804
Business Related Complaint,2025,1,22,86,48.666666666666664,33.306655991388126
Clogged Storm Drain,2025,1,229,22,112.33333333333333,105.98270299123674
Damaged Sidewalk,2025,1,111,229,120.66666666666667,103.83801487571257
Dead Animal,2025,1,119,111,153.0,65.93936608730317
Feedback about the Customer Service Requests Portal,2025,1,1,119,77.0,65.93936608730287
Found a Pet,2025,1,19,1,46.333333333333336,63.57148207591724
General Inquiry - Animal Shelter,2025,1,62,19,27.333333333333332,31.342197327702742
General Inquiry - City Light,2025,1,269,62,116.66666666666667,133.66500414591957
General Inquiry - Customer Service Bureau,2025,1,1259,269,530.0,639.7601112917213
General Inquiry - Police Department,2025,1,85,1259,537.6666666666666,631.4311786199102
General Inquiry - Public Utilities,2025,1,154,85,499.3333333333333,658.7946063329063
General Inquiry - Transportation,2025,1,623,154,287.3333333333333,292.7359447237882
Graffiti,2025,1,2781,623,1186.0,1401.0742307244097
Illegal Dumping / Needles,2025,1,2298,2781,1900.6666666666667,1132.539771192752
Internet/Cable Issue,2025,1,38,2298,1705.6666666666667,1464.2938002099615
Lost a Pet,2025,1,26,38,787.3333333333334,1308.2894684791017
Nightlife Noise Complaint,2025,1,1,26,21.666666666666668,18.876793512943458
Nuisance dogs in a park,2025,1,420,1,149.0,235.025530528062
Overgrown Vegetation,2025,1,252,420,224.33333333333334,210.86567604361397
Parking Enforcement,2025,1,2777,252,1149.6666666666667,1411.8131368326797
Parks and Recreation Maintenance,2025,1,1108,2777,1379.0,1284.128887612142
Pollution Report Form,2025,1,6,1108,1297.0,1395.1347605159858
Pothole,2025,1,934,6,682.6666666666666,592.4333999137197
Public Garage or Parking Lot Complaint,2025,1,7,934,315.6666666666667,535.4926081033508
Public Litter and Recycling Cans,2025,1,270,7,403.6666666666667,477.7366778187843
Safe Routes to School,2025,1,20,270,99.0,148.23292481765012
Scooter or Bike Share Issue,2025,1,476,20,255.33333333333334,228.35352708755929
Snow and Ice,2025,1,18,476,171.33333333333334,263.85096803561015
Street Sign Maintenance,2025,1,587,18,360.3333333333333,301.6195174940256
Streetlight Maintenance,2025,1,536,587,380.3333333333333,314.8242896177626
Towing Complaint - Public Impound,2025,1,3,536,375.3333333333333,323.45684926018936
Towing Impound Complaint,2025,1,10,3,183.0,305.7270024057334
Traffic Signal Maintenance,2025,1,434,10,149.0,246.84205476376036
Unauthorized Encampment,2025,1,4164,434,1536.0,2285.7672672431017
ADA Request (Transportation),2025,2,5,4164,1534.3333333333333,2287.4375037000095
Abandoned Vehicle/72hr Parking Ordinance,2025,2,3953,5,2707.3333333333335,2342.6660737999628
Animal Noise,2025,2,28,3953,1328.6666666666667,2272.7684293243187
Bicycle Facility Maintenance,2025,2,75,28,1352.0,2252.6546561779055
Business Related Complaint,2025,2,13,75,38.666666666666664,32.347076117149435
Clogged Storm Drain,2025,2,215,13,101.0,103.47946656219005
Damaged Sidewalk,2025,2,69,215,99.0,104.2880625958475
Dead Animal,2025,2,117,69,133.66666666666666,74.41326046699466
Feedback about the Customer Service Requests Portal,2025,2,1,117,62.333333333333336,58.28664798501188
Found a Pet,2025,2,23,1,47.0,61.611687202959594
General Inquiry - Animal Shelter,2025,2,31,23,18.333333333333332,15.534906930156664
General Inquiry - City Light,2025,2,260,31,104.66666666666667,134.58206913749225
General Inquiry - Customer Service Bureau,2025,2,1059,260,450.0,539.6952843966639
General Inquiry - Police Department,2025,2,62,1059,460.3333333333333,527.8279391367316
General Inquiry - Public Utilities,2025,2,149,62,423.3333333333333,552.2194612048087
General Inquiry - Transportation,2025,2,474,149,228.33333333333334,217.15509050751942
Graffiti,2025,2,2606,474,1076.3333333333333,1334.659632016092
Illegal Dumping / Needles,2025,2,1872,2606,1650.6666666666667,1083.096179170313
Internet/Cable Issue,2025,2,33,1872,1503.6666666666667,1325.45627364064
Lost a Pet,2025,2,22,33,642.3333333333334,1064.9367743360774
Nuisance dogs in a park,2025,2,363,22,139.33333333333334,193.77908383860316
Overgrown Vegetation,2025,2,361,363,248.66666666666666,196.30163864147585
Parking Enforcement,2025,2,2404,361,1042.6666666666667,1178.9496737916043
Parks and Recreation Maintenance,2025,2,946,2404,1237.0,1052.1278439429293
Pollution Report Form,2025,2,4,946,1118.0,1209.209659240281
Pothole,2025,2,1033,4,661.0,570.6391153785341
Public Garage or Parking Lot Complaint,2025,2,6,1033,347.6666666666667,593.5169191634969
Public Litter and Recycling Cans,2025,2,182,6,407.0,549.2276395084243
Safe Routes to School,2025,2,7,182,65.0,101.32620588966728
Scooter or Bike Share Issue,2025,2,306,7,165.0,150.22316732114052
Snow and Ice,2025,2,49,306,120.66666666666667,161.8713480926401
Street Sign Maintenance,2025,2,592,49,315.6666666666667,271.62903624857364
Streetlight Maintenance,2025,2,401,592,347.3333333333333,275.44932988360847
Towing Complaint - Public Impound,2025,2,1,401,331.3333333333333,301.5963085538829
Towing Impound Complaint,2025,2,1,1,134.33333333333334,230.9401076758403
Traffic Signal Maintenance,2025,2,393,1,131.66666666666666,226.32130552232306
Unauthorized Encampment,2025,2,4286,393,1560.0,2368.9075541270067
ADA Request (Transportation),2025,3,5,4286,1561.3333333333333,2367.5920960615936
Abandoned Vehicle/72hr Parking Ordinance,2025,3,4899,5,3063.3333333333335,2666.269741292755
Animal Noise,2025,3,47,4899,1650.3333333333333,2813.5062348133033
Bicycle Facility Maintenance,2025,3,71,47,1672.3333333333333,2794.4010688040703
Business Related Complaint,2025,3,37,71,51.666666666666664,17.47378989592119
Clogged Storm Drain,2025,3,238,37,115.33333333333333,107.58407564935872
Damaged Sidewalk,2025,3,87,238,120.66666666666667,104.64384039840546
Dead Animal,2025,3,161,87,162.0,75.50496672400907
Feedback about the Customer Service Requests Portal,2025,3,1,161,83.0,80.07496487663003
"Feedback about the Find It, Fix It mobile app",2025,3,1,1,54.333333333333336,92.37604307030477
Found a Pet,2025,3,21,1,7.666666666666667,11.547005383504985
General Inquiry - Animal Shelter,2025,3,43,21,21.666666666666668,21.0079350086277
General Inquiry - City Light,2025,3,272,43,112.0,138.99999999997698
General Inquiry - Customer Service Bureau,2025,3,1321,272,545.3333333333334,681.4354946239064
General Inquiry - Police Department,2025,3,74,1321,555.6666666666666,670.1509780141546
General Inquiry - Public Utilities,2025,3,133,74,509.3333333333333,703.5427018549249
General Inquiry - Transportation,2025,3,614,133,273.6666666666667,296.2099480661094
Graffiti,2025,3,3752,614,1499.6666666666667,1965.3483999874754
Illegal Dumping / Needles,2025,3,2283,3752,2216.3333333333335,1570.0618883768025
Internet/Cable Issue,2025,3,72,2283,2035.6666666666667,1852.425527068047
Lost a Pet,2025,3,32,72,795.6666666666666,1288.223712455771
Nuisance dogs in a park,2025,3,299,32,134.33333333333334,144.0011574027364
Overgrown Vegetation,2025,3,299,299,210.0,154.15252187361213
Parking Enforcement,2025,3,2813,299,1137.0,1451.4585767427177
Parks and Recreation Maintenance,2025,3,908,2813,1340.0,1311.4941860336232
Pollution Report Form,2025,3,5,908,1242.0,1433.4863096660517
Pothole,2025,3,1328,5,747.0,676.0347624197997
Public Garage or Parking Lot Complaint,2025,3,6,1328,446.3333333333333,763.5458947131652
Public Litter and Recycling Cans,2025,3,189,6,507.6666666666667,716.2976569369246
Safe Routes to School,2025,3,3,189,66.0,106.53168542736096
Scooter or Bike Share Issue,2025,3,555,3,249.0,280.84871372323295
Street Sign Maintenance,2025,3,695,555,417.6666666666667,365.87065109588667
Streetlight Maintenance,2025,3,430,695,560.0,132.57073583560936
Towing Complaint - Public Impound,2025,3,7,430,377.3333333333333,347.01056660183707
Towing Impound Complaint,2025,3,8,7,148.33333333333334,243.93100117313446
Traffic Signal Maintenance,2025,3,354,8,123.0,200.05249311116907
Unauthorized Encampment,2025,3,5834,354,2065.3333333333335,3268.342903266628
ADA Request (Transportation),2025,4,1,5834,2063.0,3270.547813440433
Abandoned Vehicle/72hr Parking Ordinance,2025,4,3864,1,3233.0,2967.2534438433127
Animal Noise,2025,4,55,3864,1306.6666666666667,2214.8802074453893
Bicycle Facility Maintenance,2025,4,95,55,1338.0,2187.6715932698853
Business Related Complaint,2025,4,24,95,58.0,35.59494346108921
Clogged Storm Drain,2025,4,148,24,89.0,62.21736092119415
Damaged Sidewalk,2025,4,53,148,75.0,64.86139067271174
Dead Animal,2025,4,118,53,106.33333333333333,48.56267428109238
Found a Pet,2025,4,33,118,68.0,44.44097208655699
General Inquiry - Animal Shelter,2025,4,43,33,64.66666666666667,46.4578662158678
General Inquiry - City Light,2025,4,197,43,91.0,91.9347594764795
General Inquiry - Customer Service Bureau,2025,4,1127,197,455.6666666666667,586.4685271464543
General Inquiry - Police Department,2025,4,71,1127,465.0,576.7599153894089
General Inquiry - Public Utilities,2025,4,153,71,450.3333333333333,587.4430468848291
General Inquiry - Transportation,2025,4,538,153,254.0,249.34514232284172
Graffiti,2025,4,2638,538,1109.6666666666667,1337.500778815972
Illegal Dumping / Needles,2025,4,1917,2638,1697.6666666666667,1067.0427982669353
Internet/Cable Issue,2025,4,42,1917,1532.3333333333333,1340.0672868678391
Lost a Pet,2025,4,32,42,663.6666666666666,1085.4300223106654
Nuisance dogs in a park,2025,4,240,32,104.66666666666667,117.30870953740784
Overgrown Vegetation,2025,4,284,240,185.33333333333334,134.60064388156508
Parking Enforcement,2025,4,2417,284,980.3333333333334,1244.3843189840234
Parks and Recreation Maintenance,2025,4,780,2417,1160.3333333333333,1116.2044316940028
Pollution Report Form,2025,4,8,780,1068.3333333333333,1230.1106996255792
Pothole,2025,4,874,8,554.0,475.1799659076538
Public Garage or Parking Lot Complaint,2025,4,5,874,295.6666666666667,500.8536046923616
Public Litter and Recycling Cans,2025,4,183,5,354.0,459.04357091674757
Safe Routes to School,2025,4,1,183,63.0,103.9422916814858
Scooter or Bike Share Issue,2025,4,452,1,212.0,226.89424849475373
Street Sign Maintenance,2025,4,557,452,336.6666666666667,295.39860076400555
Streetlight Maintenance,2025,4,216,557,408.3333333333333,174.6434462936767
Towing Complaint - Public Impound,2025,4,2,216,258.3333333333333,279.91129547292724
Towing Impound Complaint,2025,4,15,2,77.66666666666667,119.97638656557544
Traffic Signal Maintenance,2025,4,342,15,119.66666666666667,192.65599739777733
Unauthorized Encampment,2025,4,4642,342,1666.3333333333333,2582.184411178515
Wireless or Small Cell Issue,2025,4,2,4642,1662.0,2586.348777717344
